problem	trajectory_id	started	ended	model	steps	cached_tokens	input_tokens	output_tokens	cost_usd	solved
putnam_1989_b3	730a6eba-0b71-40dc-a9e5-d5fecdac4b8e	2026-08-09T01:28:47	2026-08-09T02:20:22	deepseek-v4-flash	101	5513501	107469	177676	0.0802	1
putnam_1989_b4	0c159439-8f91-4afb-9c02-fef426a48ee6	2026-08-09T01:48:21	2026-08-09T02:02:46	deepseek-v4-flash	42	886382	37895	64338	0.0258	1
putnam_1989_b6	3f052edc-b9b0-41ee-974e-a935a44a4898	2026-08-09T01:49:06	2026-08-09T04:52:59	deepseek-v4-flash	333	50664156	299523	540490	0.3351	1
putnam_1990_a1	2e26ae41-d240-4e2f-8369-47427183f0db	2026-08-09T02:03:03	2026-08-09T02:10:02	deepseek-v4-flash	17	92261	8995	16581	0.0062	1
putnam_1990_a2	befd9195-38a6-4801-8871-796afecb90b3	2026-08-09T02:10:11	2026-08-09T02:19:41	deepseek-v4-flash	24	233324	21166	38357	0.0144	1
putnam_1990_a4	23b81fd3-e8c5-4e65-a169-c65e82b2128f	2026-08-09T02:15:44	2026-08-09T02:59:03	deepseek-v4-flash	71	2998619	77313	195708	0.074	1
putnam_1990_a5	3a952a3c-edb1-43f2-ab77-9e69eb17b207	2026-08-09T02:19:56	2026-08-09T02:22:32	deepseek-v4-flash	9	27045	5176	11085	0.0039	1
putnam_1990_a6	bfa58560-1ce7-4652-bdac-a132e3c65349	2026-08-09T02:20:52	2026-08-09T02:40:08	deepseek-v4-flash	48	842517	39816	89483	0.033	1
putnam_1990_b1	c3fb8ec4-d2f0-4ffa-b2dc-a52ca42a80cf	2026-08-09T02:22:44	2026-08-09T02:33:59	deepseek-v4-flash	30	544804	32647	59391	0.0227	1
putnam_1990_b2	d640cd1d-b112-4ac4-bfb4-e6be6b44da33	2026-08-09T02:34:13	2026-08-09T03:09:25	deepseek-v4-flash	60	1787979	54523	123587	0.0472	1
putnam_1990_b3	f48acda0-86e6-4652-bcff-e8a916094774	2026-08-09T02:40:23	2026-08-09T03:14:47	deepseek-v4-flash	67	2457254	63586	156911	0.0597	1
putnam_1990_b4	8bff774d-bc04-43e9-9ef9-614e6f18c231	2026-08-09T02:57:31	2026-08-09T05:29:43	deepseek-v4-flash	331	46498459	231712	529827	0.311	1
putnam_1990_b5	7d81711b-9b39-43de-b870-dfd0bc3eabda	2026-08-09T02:59:49	2026-08-09T04:40:17	deepseek-v4-flash	108	7069088	107050	269322	0.1102	1
putnam_1991_a2	20d15759-8d09-48d5-afc7-0b8eb80ad26f	2026-08-09T03:07:35	2026-08-09T03:09:02	deepseek-v4-flash	5	10468	3325	5479	0.002	1
putnam_1991_a3	d6dd3850-40f9-4c3f-b700-b59349a40674	2026-08-09T03:09:12	2026-08-09T03:40:26	deepseek-v4-flash	60	2170734	70124	153414	0.0589	1
putnam_1991_a4	f4b84c81-217f-4439-9e5a-d2cfac0f1751	2026-08-09T03:10:57	2026-08-09T04:22:33	deepseek-v4-flash	141	9294333	116953	237287	0.1088	1
putnam_1991_a5	7e85b79e-a441-4399-9543-2c3680647cef	2026-08-09T03:12:32	2026-08-09T03:29:28	deepseek-v4-flash	30	510545	32317	67410	0.0248	1
putnam_1991_a6	6e21d481-11a3-48ec-9535-2163cf05082a	2026-08-09T03:15:11	2026-08-09T05:05:14	deepseek-v4-flash	180	32377845	268309	432196	0.2492	0
putnam_1991_a6	55b378cc-7cba-4e6c-b04a-82c152aca8f7	2026-08-12T05:44:33	2026-08-12T06:02:19	deepseek-v4-flash	42	650618	32332	81906	0.0293	1
putnam_1991_b1	39b58c5e-2cbe-4b34-9509-4c5eab7e9dfa	2026-08-09T03:30:04	2026-08-09T03:38:17	deepseek-v4-flash	17	130998	13535	41099	0.0138	1
putnam_1991_b2	a26d302a-ae69-4ff7-97ae-b60f1ef32d1b	2026-08-09T03:38:29	2026-08-09T03:43:40	deepseek-v4-flash	13	79410	12382	25655	0.0091	1
putnam_1991_b4	929d8770-7130-4286-a9ae-acb9c2306957	2026-08-09T03:40:41	2026-08-09T03:49:48	deepseek-v4-flash	25	355646	26731	46760	0.0178	1
putnam_1991_b5	93457340-4507-47ff-8763-a89cf65c86a2	2026-08-09T03:43:56	2026-08-09T04:35:36	deepseek-v4-flash	54	1959208	64012	136280	0.0526	1
putnam_1991_b6	41471806-9417-46ec-889a-6dd3a19f67b8	2026-08-09T03:49:56	2026-08-09T04:36:39	deepseek-v4-flash	61	1784388	56707	186189	0.0651	1
putnam_1992_a1	6c35c3cc-180a-4a7b-aac2-8f931ac3a6ab	2026-08-09T04:23:34	2026-08-09T04:28:09	deepseek-v4-flash	9	28920	5822	14471	0.0049	1
putnam_1992_a2	5c10d6b6-68f5-4e57-947d-4338657d0613	2026-08-09T04:28:44	2026-08-09T04:57:49	deepseek-v4-flash	87	3315659	75500	134159	0.0574	1
putnam_1992_a3	6fe85564-a0e7-47a8-8b6e-1fd5996806f8	2026-08-09T04:36:57	2026-08-09T04:51:22	deepseek-v4-flash	26	438293	28560	73867	0.0259	1
putnam_1992_a4	134ab94d-505e-426a-bf12-7ab30920298e	2026-08-09T04:37:17	2026-08-09T04:58:49	deepseek-v4-flash	43	1162030	54690	115856	0.0434	1
putnam_1992_a5	fe470ea8-e527-4633-8a62-ad1a10cf5a67	2026-08-09T04:41:28	2026-08-09T05:19:45	deepseek-v4-flash	62	2966464	85864	208323	0.0787	1
putnam_1992_b1	406a3542-0fbb-4998-8284-cb35567fabe3	2026-08-09T04:51:37	2026-08-09T04:59:55	deepseek-v4-flash	16	153106	19573	47390	0.0164	1
putnam_1992_b2	d39a1c49-3cab-4b23-a3c9-01c4ab24f861	2026-08-09T04:53:21	2026-08-09T05:08:03	deepseek-v4-flash	36	513513	29492	76700	0.027	1
putnam_1992_b3	cc40a586-eb67-4d4b-ad9d-7a36eed30af9	2026-08-09T04:58:04	2026-08-09T05:13:57	deepseek-v4-flash	49	1294519	57969	90101	0.037	1
putnam_1992_b4	e623ed1e-a07d-4636-88dc-d03bd86e0b65	2026-08-09T04:59:03	2026-08-09T17:17:18	deepseek-v4-flash	441	83643905	322386	661177	0.4645	1
putnam_1992_b5	1770df57-93bd-4d29-a105-4bc061b39fe2	2026-08-09T05:00:07	2026-08-09T05:21:37	deepseek-v4-flash	45	1077189	43350	113045	0.0407	1
putnam_1992_b6	f7bcb21a-6f47-4a8a-bb68-bca248b341f4	2026-08-09T05:05:14	2026-08-09T05:22:57	deepseek-v4-flash	28	427409	30487	104465	0.0347	1
putnam_1993_a1	9e1b5281-778d-495c-b0dc-b6e975a88715	2026-08-09T05:08:16	2026-08-09T05:22:44	deepseek-v4-flash	20	289777	26071	70358	0.0242	1
putnam_1993_a2	9dbba187-5342-4a19-9c64-142708aa9866	2026-08-09T05:14:17	2026-08-09T05:17:24	deepseek-v4-flash	7	23432	5880	15703	0.0053	1
putnam_1993_a3	b02fb05b-d577-4efc-9c2d-d0fa157cd095	2026-08-09T05:17:32	2026-08-09T05:47:28	deepseek-v4-flash	57	2257805	64885	158375	0.0598	1
putnam_1993_a4	02f1e7ba-45db-4286-811d-c342b682043e	2026-08-09T05:20:00	2026-08-09T05:42:13	deepseek-v4-flash	50	965208	36597	126040	0.0431	1
putnam_1993_a5	776c01ad-ad5a-4dad-b6f3-6d363fcb379e	2026-08-09T05:21:51	2026-08-09T05:40:41	deepseek-v4-flash	21	424960	39920	116367	0.0394	1
putnam_1993_a6	79b8efa6-2d84-4b5c-b778-244f9d26b18f	2026-08-09T05:23:11	2026-08-09T05:37:30	deepseek-v4-flash	31	586436	29971	74383	0.0267	1
putnam_1993_b1	7c0bfb6d-4b0c-4fad-b47e-e63864d4e07b	2026-08-09T05:23:14	2026-08-09T05:27:09	deepseek-v4-flash	7	18948	5388	21324	0.0068	1
putnam_1993_b3	91197553-ec6c-4950-ad65-c8d5f4dee8a6	2026-08-09T05:27:24	2026-08-09T06:19:38	deepseek-v4-flash	176	11066863	123796	242225	0.1161	1
putnam_1993_b4	026c551a-04af-436d-b556-22401a09efaa	2026-08-09T05:29:58	2026-08-09T05:42:41	deepseek-v4-flash	27	468297	38443	71910	0.0268	1
putnam_1993_b5	b5012ea2-8c95-442c-a465-aba7b41167f2	2026-08-09T05:37:45	2026-08-09T05:52:38	deepseek-v4-flash	46	990807	39988	64274	0.0264	1
putnam_1993_b6	93334e75-43f4-4bb4-be91-a28633b75025	2026-08-09T05:41:02	2026-08-09T06:24:47	deepseek-v4-flash	96	4109908	3580364	281606	0.5916	0
putnam_1993_b6	24294378-26bc-4208-8637-5af065de4fc4	2026-08-12T06:02:28	2026-08-12T12:48:45	deepseek-v4-flash	381	32990769	320385	1071742	0.4373	0
putnam_1993_b6	0eefec72-8a62-4a40-8ae9-fbb30f99eb19	2026-08-12T23:51:35	2026-08-13T17:31:23	deepseek-v4-pro	2631	500111150	1263435	1562710	3.7221	1
putnam_1994_a1	eed176e0-7c21-47ac-b11d-8464180f7bd6	2026-08-09T05:42:27	2026-08-09T05:56:10	deepseek-v4-flash	29	393434	27179	63637	0.0227	1
putnam_1994_a3	8957d9fe-3057-4a76-9806-b474fbdc9e93	2026-08-09T05:42:59	2026-08-09T06:02:26	deepseek-v4-flash	30	445011	32280	92674	0.0317	1
putnam_1994_a4	1d4b0799-adb4-4954-9fc5-85fd5ea5ff2a	2026-08-09T05:47:41	2026-08-09T05:57:11	deepseek-v4-flash	27	295885	21184	45307	0.0165	1
putnam_1994_a5	8ec1a7a4-2e6d-43d5-b3cf-f0d4ee2563cf	2026-08-09T05:53:01	2026-08-09T06:27:07	deepseek-v4-flash	56	1964921	68045	140490	0.0544	1
putnam_1994_a6	afd2cec1-f39b-4e27-9e85-034b3418f94c	2026-08-09T05:56:22	2026-08-09T06:27:44	deepseek-v4-flash	36	1004557	54976	178775	0.0606	1
putnam_1994_b1	b3629146-1241-4d4a-8233-8e6d1c2f1b85	2026-08-09T05:57:23	2026-08-09T06:14:35	deepseek-v4-flash	29	443960	31684	81740	0.0286	1
putnam_1994_b2	9b9af4ef-ef62-4104-b43d-2e9c722c4741	2026-08-09T06:02:39	2026-08-09T06:38:37	deepseek-v4-flash	76	2475618	60691	122486	0.0497	1
putnam_1994_b3	983090b5-6a40-4b8b-9976-1ff9be5f9c59	2026-08-09T06:15:00	2026-08-09T06:24:36	deepseek-v4-flash	24	340614	27570	51558	0.0192	1
putnam_1994_b4	59b715a3-f626-4a70-a87d-c3a672325fb0	2026-08-09T06:19:58	2026-08-09T06:37:23	deepseek-v4-flash	41	881472	37952	79731	0.0301	1
putnam_1994_b5	2ddeea39-9509-42fd-a556-fba30c3721e3	2026-08-09T06:24:48	2026-08-09T06:39:16	deepseek-v4-flash	29	383364	26623	64978	0.023	1
putnam_1994_b6	3e91f763-bbec-4987-8429-4e6f27388ea5	2026-08-09T06:24:51	2026-08-09T06:53:20	deepseek-v4-flash	34	1092754	63127	148209	0.0534	1
putnam_1995_a1	fe416721-0a58-45d1-a1b5-a5568d1dfadf	2026-08-09T06:27:21	2026-08-09T06:29:03	deepseek-v4-flash	7	25953	6778	7015	0.003	1
putnam_1995_a2	094a0cf0-96fa-4b5f-afaf-4eda3933522b	2026-08-09T06:28:01	2026-08-09T08:28:08	deepseek-v4-flash	132	9204015	118582	219478	0.1038	1
putnam_1995_a3	91b5d57b-3a68-47a9-9201-58c375e12e63	2026-08-09T06:29:14	2026-08-09T06:33:32	deepseek-v4-flash	7	29434	7444	24514	0.008	1
putnam_1995_a4	25d0d872-3431-4424-ba3d-63db090882f0	2026-08-09T06:33:45	2026-08-09T06:56:18	deepseek-v4-flash	32	668036	38418	142181	0.0471	1
putnam_1995_a5	148f615a-db9f-4479-83ef-385d61e15417	2026-08-09T06:37:37	2026-08-09T07:14:57	deepseek-v4-flash	57	2448314	73810	155787	0.0608	1
putnam_1995_a6	7e30751d-3d64-4350-aab3-631ab2996ba6	2026-08-09T06:39:29	2026-08-09T18:22:39	deepseek-v4-flash	573	110291153	380826	836700	0.5964	0
putnam_1995_a6	06fe60d7-d40b-4eaf-b974-355b41d331b9	2026-08-12T07:17:38	2026-08-12T10:34:12	deepseek-v4-flash	127	6596197	101359	440141	0.1559	0
putnam_1995_a6	690e0054-3056-47cd-a6f5-2026f48bff6c	2026-08-12T23:51:47	2026-08-13T02:57:51	deepseek-v4-pro	430	58687645	302389	463296	0.7474	1
putnam_1995_b1	84b39ee3-b992-4918-9448-eb60a0eb47bd	2026-08-09T06:39:36	2026-08-09T06:57:29	deepseek-v4-flash	35	784323	41382	88032	0.0326	1
putnam_1995_b3	2ada9791-b3b0-48a4-8e1e-b4cfe086728e	2026-08-09T06:53:47	2026-08-09T08:11:32	deepseek-v4-flash	125	6332432	99142	193356	0.0858	1
putnam_1995_b4	bfd4f5cc-742c-4687-9199-7aaf3871dd4f	2026-08-09T06:56:43	2026-08-09T07:06:39	deepseek-v4-flash	17	121613	13554	25744	0.0094	1
putnam_1995_b6	edcaa25d-6bb7-415d-b850-3f854a92b397	2026-08-09T06:57:42	2026-08-09T09:57:44	deepseek-v4-flash	240	27617608	216084	623210	0.2821	1
putnam_1996_a2	b9ecb1de-2d95-4c85-8b16-96c4b48759e7	2026-08-09T07:07:28	2026-08-09T07:22:00	deepseek-v4-flash	26	280624	21337	34270	0.0134	1
putnam_1996_a3	aabe4a75-357c-4337-bf72-1d0c70b6775b	2026-08-09T07:15:48	2026-08-09T07:24:32	deepseek-v4-flash	16	93690	10146	24424	0.0085	1
putnam_1996_a4	bba1ca72-0817-450f-a080-fd48c17af6fb	2026-08-09T07:22:39	2026-08-09T07:37:34	deepseek-v4-flash	12	95792	18555	70016	0.0225	1
putnam_1996_a5	6b4b41af-46cf-4e3e-aa96-6a24a118cc36	2026-08-09T07:24:53	2026-08-09T08:24:03	deepseek-v4-flash	91	3475269	71068	204541	0.077	1
putnam_1996_a6	a19c8765-4336-4f2f-84db-634c0593b1a9	2026-08-09T07:38:08	2026-08-09T09:16:33	deepseek-v4-flash	60	2792370	75477	183637	0.0698	1
putnam_1996_b1	2465336d-4ba5-4242-85e6-d0927e6eda62	2026-08-09T08:12:18	2026-08-09T08:28:28	deepseek-v4-flash	40	819017	35386	83368	0.0306	1
putnam_1996_b2	7e3495d6-c2fd-4d0f-88d2-a71f2de5fdd6	2026-08-09T08:24:18	2026-08-09T08:39:30	deepseek-v4-flash	30	444437	28084	70774	0.025	1
putnam_1996_b3	f6f7d516-fe9e-493e-825c-43439a97f980	2026-08-09T08:28:43	2026-08-09T09:46:43	deepseek-v4-flash	121	5679757	89064	233433	0.0937	1
putnam_1996_b4	0eeda5e2-d49b-47bd-b59d-98d2540bf78a	2026-08-09T08:28:51	2026-08-09T08:44:01	deepseek-v4-flash	43	795886	39885	64488	0.0259	1
putnam_1996_b5	e5f8dd0d-6c58-4c39-a82f-0fc2477a5187	2026-08-09T08:39:55	2026-08-09T09:33:14	deepseek-v4-flash	95	4279984	84183	238856	0.0906	1
putnam_1997_a3	b84cb04c-29cf-4ecb-98d4-6894c43998c4	2026-08-09T08:44:18	2026-08-09T09:10:09	deepseek-v4-flash	92	3540257	70383	113511	0.0515	1
putnam_1997_a4	28109f34-3c7e-4198-926a-607cf446092d	2026-08-09T09:10:30	2026-08-09T09:14:21	deepseek-v4-flash	6	17666	5571	21289	0.0068	1
putnam_1997_a5	ccf51b68-41c7-467e-91b6-686c73ffe31d	2026-08-09T09:14:52	2026-08-09T11:36:31	deepseek-v4-flash	262	31751818	234779	553815	0.2768	1
putnam_1997_a6	6b72de8d-ea62-4560-935f-2990b6ecc50c	2026-08-09T09:16:51	2026-08-09T09:58:56	deepseek-v4-flash	65	2070495	62056	157820	0.0587	1
putnam_1997_b1	91c709e1-67a7-431e-844b-50e284452242	2026-08-09T09:33:42	2026-08-09T10:00:40	deepseek-v4-flash	53	1540946	51393	115943	0.044	1
putnam_1997_b2	d0a74eef-5719-4cfa-a3c1-d35c188d263e	2026-08-09T09:47:26	2026-08-09T09:52:42	deepseek-v4-flash	13	74507	8951	18927	0.0068	1
putnam_1997_b3	716803bc-db68-4382-a32b-c676b8358303	2026-08-09T09:53:01	2026-08-09T10:53:00	deepseek-v4-flash	151	11812043	149786	230527	0.1186	1
putnam_1997_b4	00fdba7b-a387-41cd-b554-e1862d6d21fd	2026-08-09T09:58:32	2026-08-09T10:32:56	deepseek-v4-flash	74	2612262	59730	180993	0.0664	1
putnam_1997_b5	c4bd1775-ed42-40df-9ac1-227299d34ba1	2026-08-09T09:59:23	2026-08-09T10:26:39	deepseek-v4-flash	24	302895	26847	67431	0.0235	1
putnam_1998_a2	1b17c3eb-eef6-453c-81d3-81b172dbff79	2026-08-09T10:01:06	2026-08-09T10:34:26	deepseek-v4-flash	90	4129724	89385	140712	0.0635	1
putnam_1998_a3	66010fee-2cf3-4ab2-aa32-d08771de1a10	2026-08-09T10:26:51	2026-08-09T10:43:18	deepseek-v4-flash	18	281854	31320	96558	0.0322	1
putnam_1998_a4	eff65666-8cb3-4d23-ba3f-ae01fadd79e8	2026-08-09T10:33:23	2026-08-09T10:45:14	deepseek-v4-flash	22	219539	17333	55406	0.0186	1
putnam_1998_a5	bf144cf5-bc51-47be-863a-2534445117c4	2026-08-09T10:34:46	2026-08-09T10:42:33	deepseek-v4-flash	15	105088	12849	41883	0.0138	1
putnam_1998_a6	1cac8fb0-23fe-4829-a9f6-a885cb4197e9	2026-08-09T10:42:52	2026-08-09T11:29:47	deepseek-v4-flash	152	8673514	119275	201464	0.0974	1
putnam_1998_b1	63192773-ca06-488a-ba42-e652d6201d31	2026-08-09T10:43:48	2026-08-09T10:45:37	deepseek-v4-flash	6	13794	3631	5299	0.002	1
putnam_1998_b2	07f5c259-88f1-49f6-b2a5-cb4e79979c7a	2026-08-09T10:45:44	2026-08-09T11:04:36	deepseek-v4-flash	39	738348	39165	83217	0.0309	1
putnam_1998_b4	194b7df3-79a0-4f4d-aa4b-42cd7348fceb	2026-08-09T10:45:55	2026-08-09T11:28:19	deepseek-v4-flash	77	3229577	83224	209938	0.0795	1
putnam_1998_b5	ad83833a-f158-4de3-b95a-63e00a6d153d	2026-08-09T10:53:19	2026-08-09T11:17:31	deepseek-v4-flash	51	1151623	39141	85057	0.0325	1
putnam_1998_b6	77509bc7-20b2-476d-8883-6af70f346e32	2026-08-09T11:04:59	2026-08-09T12:22:10	deepseek-v4-flash	77	3288292	71784	215398	0.0796	1
putnam_1999_a1	97bfca14-7b99-43f1-8abe-c413fb4ac660	2026-08-09T11:17:48	2026-08-09T11:19:23	deepseek-v4-flash	5	14253	5394	7067	0.0028	1
putnam_1999_a2	f683c39b-54ff-4538-b981-d59b5c0a0005	2026-08-09T11:19:36	2026-08-09T12:09:04	deepseek-v4-flash	174	11583927	130598	209090	0.1093	1
putnam_1999_a3	ce394e91-1c14-4abc-8cd5-252da2d927a8	2026-08-09T11:28:33	2026-08-09T12:12:15	deepseek-v4-flash	142	9009895	119488	168098	0.089	1
putnam_1999_a4	bbcc31f8-032b-435c-88ff-560640b96bad	2026-08-09T11:30:40	2026-08-09T11:42:04	deepseek-v4-flash	44	929144	43122	51824	0.0231	1
putnam_1999_a5	16399c05-859e-4cca-b1fd-dec03682bdb9	2026-08-09T11:36:54	2026-08-09T12:00:03	deepseek-v4-flash	79	2309556	62308	103895	0.0443	1
putnam_1999_a6	698ea115-8d4b-4b02-9851-30df21e7decf	2026-08-09T11:42:33	2026-08-09T12:01:35	deepseek-v4-flash	37	641698	29971	72802	0.0264	1
putnam_1999_b2	20342f89-cfa1-4506-8c2a-a33131e053ff	2026-08-09T12:00:22	2026-08-09T12:20:48	deepseek-v4-flash	56	1362922	53886	113904	0.0433	1
putnam_1999_b3	66fdf582-5a27-4b64-98c3-10e42496b0a9	2026-08-09T12:01:57	2026-08-09T13:43:55	deepseek-v4-flash	101	5095420	83732	193714	0.0802	1
putnam_1999_b4	5d0690a5-b917-4032-925b-12141fe23c0b	2026-08-09T12:09:37	2026-08-09T13:10:33	deepseek-v4-flash	24	273604	23865	336721	0.0984	1
putnam_1999_b5	257c714c-c12a-45ed-864d-0922273045fd	2026-08-09T12:12:31	2026-08-09T12:47:00	deepseek-v4-flash	94	3497473	68144	113961	0.0512	1
putnam_1999_b6	31eda96b-3d82-4f35-9fb4-153c55c1e6ac	2026-08-09T12:21:02	2026-08-09T12:38:32	deepseek-v4-flash	26	459922	36348	103029	0.0352	1
putnam_2000_a1	2c9ba37a-ec93-4493-9d11-85de1c7f8f23	2026-08-09T12:23:17	2026-08-09T12:31:35	deepseek-v4-flash	35	517404	28931	35904	0.0156	1
putnam_2000_a2	67bfd09e-24df-4588-b18e-db8132c02bf7	2026-08-09T12:31:50	2026-08-09T12:40:06	deepseek-v4-flash	12	51326	8033	39153	0.0122	1
putnam_2000_a4	33ef4434-ae29-461e-a132-d1cc94091e5a	2026-08-09T12:38:42	2026-08-09T13:06:41	deepseek-v4-flash	68	2889092	83563	125542	0.0549	1
putnam_2000_a5	3607e798-d6f8-43e9-83c8-e7b823d863f6	2026-08-09T12:40:16	2026-08-09T15:14:54	deepseek-v4-flash	135	5908576	79464	151592	0.0701	1
putnam_2000_a6	2c7cc5e7-8381-4a54-9da2-ace5b6e4cfeb	2026-08-09T12:47:18	2026-08-09T13:04:29	deepseek-v4-flash	28	320923	26069	86196	0.0287	1
putnam_2000_b1	126083fc-e553-488b-950a-31664a294b22	2026-08-09T13:04:45	2026-08-09T13:14:09	deepseek-v4-flash	19	158634	16344	34499	0.0124	1
putnam_2000_b2	abe3d952-0b51-41db-bb6e-81cb326772b7	2026-08-09T13:07:01	2026-08-09T13:09:51	deepseek-v4-flash	11	46760	7196	9170	0.0037	1
putnam_2000_b3	b1d8420d-c911-4c67-885a-5368e8afe180	2026-08-09T13:10:04	2026-08-09T23:16:32	deepseek-v4-flash	613	166853305	475195	767709	0.7487	1
putnam_2000_b4	e1469418-2c16-42c9-950b-eabc7158f9c5	2026-08-09T13:10:50	2026-08-09T13:55:48	deepseek-v4-flash	70	2237868	55984	195537	0.0689	1
putnam_2000_b5	e1685ca6-3c82-4a86-81ee-7c02af1356d4	2026-08-09T13:14:32	2026-08-09T13:25:47	deepseek-v4-flash	26	284888	22022	51261	0.0182	1
putnam_2001_a1	87d37960-04b9-4b87-bdd5-7cc6204fa18b	2026-08-07T19:04:46	2026-08-07T19:05:17	deepseek-v4-flash	6	13137	3333	1719	0.001	1
putnam_2001_a3	6bf853bb-4538-4c53-a771-1582cfbbe4a8	2026-08-09T13:25:58	2026-08-09T14:02:22	deepseek-v4-flash	34	803096	43171	174086	0.057	1
putnam_2001_a5	59412a07-0e14-46f6-99cd-4f8055575612	2026-08-09T13:44:29	2026-08-09T13:58:22	deepseek-v4-flash	17	859660	123216	64249	0.0376	1
putnam_2001_b1	8568fd0e-9fba-465d-a1b9-3739072ff9fc	2026-08-09T13:56:23	2026-08-09T14:04:39	deepseek-v4-flash	14	104305	13718	43017	0.0143	1
putnam_2001_b2	8ac554b0-6a84-42e1-b73d-afd6a96bf209	2026-08-09T13:59:10	2026-08-09T14:08:11	deepseek-v4-flash	12	65404	12221	33154	0.0112	1
putnam_2001_b3	ca4eb388-8195-4060-a8b6-53fa4be84b1e	2026-08-09T14:03:23	2026-08-09T14:47:39	deepseek-v4-flash	133	5948241	86755	168884	0.0761	1
putnam_2001_b4	12248bda-3b98-4df9-9ee4-d0d2cd91d8da	2026-08-09T14:05:11	2026-08-09T14:28:31	deepseek-v4-flash	41	924359	43981	91150	0.0343	1
putnam_2001_b5	044a539c-c0cc-4ddc-8109-119d00d8fd7a	2026-08-09T14:08:40	2026-08-09T14:56:16	deepseek-v4-flash	63	2845359	80020	208673	0.0776	1
putnam_2001_b6	76866a51-0660-4fa8-aed3-b67b4e861c85	2026-08-09T14:10:31	2026-08-09T14:48:24	deepseek-v4-flash	40	921520	45478	196962	0.0641	1
putnam_2002_a1	87f272f6-d5a5-4b03-bbf2-ac3ecee7c2f7	2026-08-09T14:28:54	2026-08-09T14:46:10	deepseek-v4-flash	23	351366	30194	87371	0.0297	1
putnam_2002_a2	c15aa95c-52c6-4a97-a1eb-1640d3db53cc	2026-08-09T14:46:33	2026-08-09T14:58:13	deepseek-v4-flash	34	567712	32732	64136	0.0241	1
putnam_2002_a3	22da43c8-284a-49bb-af79-330a18e22f7b	2026-08-09T14:48:04	2026-08-09T15:24:55	deepseek-v4-flash	106	4385488	75831	167447	0.0698	1
putnam_2002_a5	37461205-d59b-41c1-be45-b41079f0618c	2026-08-09T14:48:45	2026-08-09T14:54:19	deepseek-v4-flash	10	55652	12503	27000	0.0095	1
putnam_2002_a6	665dad4e-8994-4a48-a544-7c979b4209eb	2026-08-09T14:54:41	2026-08-09T15:37:18	deepseek-v4-flash	113	5169293	95745	198068	0.0833	1
putnam_2002_b3	a9eb2b98-44d4-43d8-b6b1-03dfb547f06f	2026-08-09T14:57:00	2026-08-09T15:22:27	deepseek-v4-flash	57	1207849	48436	84101	0.0337	1
putnam_2002_b5	91d42781-2fa3-4ce1-8429-9ffa6216fd3b	2026-08-09T14:58:27	2026-08-09T17:01:48	deepseek-v4-flash	74	2513685	69580	253104	0.0876	1
putnam_2002_b6	37ebb319-8384-4217-8146-36ed1c288f67	2026-08-09T15:20:22	2026-08-09T21:14:35	deepseek-v4-flash	261	27002330	183468	393243	0.2114	1
putnam_2003_a1	bba58fe8-5b3f-4efb-9443-5d667df3fe88	2026-08-09T15:23:06	2026-08-09T15:49:24	deepseek-v4-flash	45	1041748	41270	121726	0.0428	1
putnam_2003_a2	f778a427-4f25-4e6b-9812-23250f894773	2026-08-09T15:25:06	2026-08-09T15:35:02	deepseek-v4-flash	38	492600	26136	39098	0.016	1
putnam_2003_a3	15d16bad-c43c-4aa3-a57e-39327c7f6326	2026-08-09T15:35:22	2026-08-09T15:50:05	deepseek-v4-flash	26	306468	23045	62518	0.0216	1
putnam_2003_a4	a215caa1-83aa-4487-a652-724315f91f4a	2026-08-09T15:37:43	2026-08-09T16:18:32	deepseek-v4-flash	41	1037162	48982	162724	0.0553	1
putnam_2003_a5	b9c994ff-5137-4d55-8d42-9bae5ab3d727	2026-08-09T15:49:59	2026-08-09T19:21:17	deepseek-v4-flash	266	33388226	221512	503555	0.2655	1
putnam_2003_a6	7eb9facb-4284-4ae9-a77c-1f3ca80d3a72	2026-08-09T15:50:24	2026-08-09T16:31:40	deepseek-v4-flash	52	1855094	66601	163840	0.0604	1
putnam_2003_b1	cb7d925c-609d-4473-9526-c8c23caa3f1f	2026-08-09T16:19:48	2026-08-09T16:34:31	deepseek-v4-flash	18	246285	25893	56175	0.02	1
putnam_2003_b2	8c8b94fb-f59a-4cfb-ab4b-cf5d8029ed7b	2026-08-09T16:32:14	2026-08-09T16:50:08	deepseek-v4-flash	35	450046	27692	67960	0.0242	1
putnam_2003_b3	81482162-8ba7-443e-9f0a-43e027e77278	2026-08-09T16:34:54	2026-08-09T17:00:27	deepseek-v4-flash	47	1038385	40189	82730	0.0317	1
putnam_2003_b4	822763d0-19e9-47c9-a2ce-7d0fce9e7523	2026-08-09T16:50:34	2026-08-09T17:18:30	deepseek-v4-flash	43	947240	43613	63884	0.0266	1
putnam_2003_b5	7c0fd2ea-c418-420a-9ef1-7e1d824c8cec	2026-08-09T17:01:00	2026-08-09T19:08:39	deepseek-v4-flash	232	20475478	164883	252540	0.1511	1
putnam_2003_b6	d4de390a-7012-45b0-ab2a-3656e54ae184	2026-08-09T17:02:21	2026-08-09T18:01:27	deepseek-v4-flash	64	3812019	105041	224109	0.0881	1
putnam_2004_a1	ce26a2b9-d5a4-4e25-9a0d-4d9b6b0cb13c	2026-08-09T17:19:23	2026-08-09T17:30:04	deepseek-v4-flash	12	70189	10609	31776	0.0106	1
